"Id","MSSubClass","LotShape","LandContour","LandSlope","BldgType","HouseStyle","OverallQual","OverallCond","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","Target","Irregular_OHE","Moderately Irregular_OHE","Regular_OHE","Slightly irregular_OHE","Near Flat_OHE","Banked_OHE","Depression_OHE","Hillside_OHE","Gentle slope_OHE","Moderate Slope_OHE","Severe Slope_OHE","Ordinal_OverallQual","Ordinal_OverallCond","MeanEncoding_MSSubClass","MeanEncoding_BldgType","MeanEncoding_HouseStyle","MeanNorm_LotFrontage","MeanNorm_LotArea","MeanNorm_GarageArea","MeanNorm_GrLivArea","MeanNorm_TotalBsmtSF","MeanNorm_SalePrice","Std_LotFrontage","Std_LotArea","Std_GarageArea","Std_GrLivArea","Std_TotalBsmtSF","Std_SalePrice"
154,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good",70.04995836802665,13500,564,1252,1602,235000,1,0,0,1,0,1,0,0,0,1,0,0,6,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,0.01394363933631643,0.06418890198427266,-0.04963521074418558,0.08912774925453447,0.07509901973279969,1.0323893988713526e-14,0.29887714012387673,0.4257146956774845,-0.5013768485777196,1.2413128302378629,0.6807288560546928
155,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",84,11340,312,1200,1200,125000,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.4927536231884058,0.48688524590163934,0.4889807162534435,0.0477741151779917,0.0038475866124855385,-0.11352618969414766,-0.05943174427847345,0.023333968567136758,-0.07765754185586855,0.6334011651344058,0.0824717030742121,-0.7529302699228293,-0.6003339203170105,0.3249802088015843,-0.7039203683304066
156,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average",60,9600,0,1096,572,79000,0,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5,0.48688524590163934,0.525974025974026,-0.03441766564392611,-0.004285344748378235,-0.33355439843885853,-0.07902481134704918,-0.07944835549178304,-0.14153755852022074,-0.4563180173792521,-0.0918548989935733,-2.2122049892375033,-0.7982480637955925,-1.1065045828948907,-1.2829554985278118
157,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",60,7200,625,1040,0,109500,1,0,0,1,0,1,0,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.03441766564392611,-0.015503181108190336,0.10720723766833472,-0.08957492438397457,-0.1730653767683788,-0.09918233007972635,-0.4563180173792521,-0.33230538460431175,0.7110216119537509,-0.9048172179763674,-2.4103410492171577,-0.8990300317664888
158,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average",92,12003,680,1968,774,269500,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.0751713754519643,0.006946513906883631,0.14599426164576773,0.08525552022793198,-0.04638779902697126,0.12300903223106381,0.9966408926389585,0.14889614972417858,0.9682655528585813,0.8611859084479027,-0.6460588377950691,1.1150052037027467
159,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",100,12552,678,1947,991,254900,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.1025686357259369,0.00951259397419065,0.1445838244102247,0.08129922783908496,-0.010872250745465533,0.10273407042020422,1.3598806201435112,0.20389919830763503,0.9589112277347692,0.821222475630112,-0.1514215769700133,0.9312244884661789
160,"2-STORY 1946 & NEWER","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","Two story","Good","Average",134,19378,576,2462,1392,320000,1,0,0,0,1,0,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.21900699189032047,0.041417990220889565,0.07265152539753077,0.17832258880366672,0.05475786382081924,0.19313818096040697,2.90364946203786,0.8877804544655103,0.48184064642035657,1.8012780899711671,0.762631610084583,1.750685074897724
161,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",70.04995836802665,11120,516,1232,1232,162500,0,0,0,0,1,1,0,0,0,1,0,0,6,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,0.002819284946169429,0.030338408331240217,-0.053403108257373225,0.028571284442750505,-0.02558144131427711,1.0323893988713526e-14,0.0604304085598944,0.20121089270599612,-0.5394372607851391,0.3979221090154174,-0.23188086001730454
162,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Excellent","Average",110,13688,726,2668,1572,412500,0,0,0,0,1,1,0,0,0,1,0,0,9,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.13681521106840266,0.014822369851168377,0.17843431806325713,0.21713193318949942,0.08421776562114658,0.32159256229633254,1.813930279524202,0.3177124281633846,1.1834150307062576,2.193300335707589,1.1729297987873943,2.915049195403376
163,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",95,12182,532,1541,1541,220000,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.08544534805470402,0.0077831775353862835,0.04162190621558436,0.0048109083213758366,0.07914411586664576,0.0542685795161631,1.1328557904531658,0.16682974844264617,0.27604549369649223,0.04859610781949388,1.1022673329552435,0.49191305272945196
164,"1-1/2 STORY - UNFINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level unfinished","Below Average","Above Average",55,5500,0,882,882,103200,0,0,0,1,0,1,0,0,0,1,0,0,3,6,0.3333333333333333,0.48688524590163934,0.2857142857142857,-0.05154095331515898,-0.023449148529723907,-0.33355439843885853,-0.11934131473815694,-0.028711857946774864,-0.10793111497071371,-0.6833428470695975,-0.5026244785785848,-2.2122049892375033,-1.2054944744149825,-0.39987992457338234,-0.9783326691630899
165,"1-STORY W/FINISHED ATTIC ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good",40,5400,216,1616,1149,152000,0,0,0,1,0,1,0,0,0,1,0,0,6,7,0.25,0.48688524590163934,0.4889807162534435,-0.10291081632885761,-0.023916558378049412,-0.18122717700021254,0.018940523995829493,0.014986996390377347,-0.040162749465922715,-1.3644173361406338,-0.5126432488123656,-1.201937875865806,0.19132265359731743,0.20872905533578773,-0.36405192234497313
166,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Two-family Conversion; originally built as one-family dwelling","One and one-half story: 2nd level finished","Average","Good",62,10106,0,1355,644,127500,0,0,0,1,0,1,0,0,0,1,0,0,5,7,0.5,0.5161290322580645,0.525974025974026,-0.027568350575432957,-0.0019202509158511838,-0.33355439843885853,-0.030230538551269226,-0.06766439477165212,-0.07418580181976246,-0.3655080855031139,-0.0411599216106426,-2.2122049892375033,-0.30536572570950854,-0.9423853074137662,-0.6724510677761998
167,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",70.04995836802665,10708,303,1867,1617,190000,0,0,0,0,1,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,0.0008935563710683516,-0.11987315725409124,0.06622763778633439,0.09158274107122841,0.012607699082889948,1.0323893988713526e-14,0.019153075196717634,-0.7950247329799833,0.6689808268004336,1.275504345963097,0.1142814460789703
168,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average",86,10562,789,2161,1582,325624,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.05462343024648485,0.0002111379925131155,0.22286309098286222,0.12161573123019272,0.08585442683227587,0.20094820734563124,0.724211097010544,0.004525670655397709,1.478076272106336,1.228468886249502,1.195724142604217,1.8214784134244677
169,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",62,8244,440,1720,840,183500,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,-0.027568350575432957,-0.010623422291672072,-0.02325820661939448,0.03853359106440522,-0.03558583503351791,0.003581174989014097,-0.3655080855031139,-0.22770942336364053,-0.1542534619988604,0.3892367970758994,-0.49561616860403834,0.0324612646380326
170,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Above Average",70.04995836802665,16669,511,1707,1686,228000,0,0,0,0,1,1,0,0,0,1,0,0,8,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,0.028755857429751657,0.02681231524238267,0.03608445768083326,0.10287570342802055,0.06537814763170262,1.0323893988713526e-14,0.6163719688323893,0.1778250798964661,0.3644975291410767,1.4327853182991748,0.5926148145029138
171,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average",70.04995836802665,12358,660,1382,720,128500,1,0,0,0,1,1,0,0,0,1,0,0,5,6,0.5,0.48688524590163934,0.525974025974026,7.786769706960002e-16,0.00860581886843917,0.13188988929033754,-0.025143876908465913,-0.05522576956706946,-0.07279710580532002,1.0323893988713526e-14,0.18446278405410033,0.8747223016204612,-0.253984169229492,-0.7691482944059126,-0.659863347554517
172,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",141,31770,528,1656,1080,215000,1,0,0,0,1,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.24297959463004648,0.09933941862538606,0.038801031744498324,0.026476319022204774,0.003694034033585203,0.04732509944395091,3.2214842236043433,2.1293064618356237,0.2573368434488682,0.2674434780121567,0.05144808299971007,0.4289744516210383
173,"2-STORY PUD - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","Two story","Good","Good",44,5306,504,1767,1064,239000,1,0,0,0,1,1,0,0,0,1,0,0,7,7,0.5555555555555556,0.5526315789473685,0.49887640449438203,-0.08921218619187131,-0.024355923635475386,0.021875784917982106,0.047388150220396184,0.001075376095778329,0.08065380379056944,-1.1827974723883574,-0.5220608928321195,0.14508494196312405,0.4786787657633355,0.014977132892793512,0.7310797369414237
174,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",80,10197,504,1362,1362,163000,0,0,0,0,1,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.034075485041005396,-0.0014949079538749748,0.021875784917982106,-0.028911774421653554,0.04984788018743136,-0.024887093307055894,0.4517813013821295,-0.0320428406979021,0.14508494196312405,-0.29204458143691164,0.6942485786341145,-0.2255869999064632
175,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",47,12416,616,1651,1606,184000,0,0,0,0,1,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.07893821358913158,0.008876916580467964,0.10086027010839113,0.025534344643907865,0.08978241373898618,0.004275522996235316,-1.0465825745741502,0.19027367078969318,0.6689271488965969,0.25792837496030174,1.250430567764592,0.038755124748873965
176,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Good",84,12615,576,2158,1202,243000,1,0,0,1,0,1,0,0,0,1,0,0,6,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.0477741151779917,0.009807062178635717,0.07265152539753077,0.12105054660321457,0.02366130080936262,0.0862085878483392,0.6334011651344058,0.21021102355491691,0.48184064642035657,1.222759824418389,0.3295390775649488,0.7814306178281546
177,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average",97,10029,521,2060,1151,211000,1,0,0,0,1,1,0,0,0,1,0,0,6,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.09229466312319717,-0.002280156499061822,0.03386450142009776,0.10258784878859513,0.015314328632603206,0.04177031538618116,1.223665722329304,-0.04887437469065379,0.22459670551552616,1.036263804602033,0.21328792409915232,0.37862357073430747
178,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Average",70.04995836802665,13650,451,1920,1052,172500,1,0,0,1,0,1,0,0,0,1,0,0,5,5,0.5,0.48688524590163934,0.525974025974026,7.786769706960002e-16,0.014644754108804685,-0.015500801823907881,0.07621256619628164,-0.0008886173575768265,-0.011694481169852727,1.0323893988713526e-14,0.3139052954745479,-0.10280467381789432,0.7698409191500956,-0.012376079687393909,-0.10600365780047734
179,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Excellent","Average",63,17423,1166,2234,2216,501837,1,0,0,0,1,1,0,0,0,1,0,0,9,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.02414369304118638,0.03228012768612596,0.48873050988272115,0.1353685571533276,0.18961874761787326,0.4456544981385767,-0.32010311956504484,0.6919134963950963,3.2413665579449003,1.3673893908065835,2.640885540590786,4.039598356847845
180,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",60,8520,480,968,968,100000,0,0,0,1,0,1,0,0,0,1,0,0,5,6,0.4927536231884058,0.48688524590163934,0.4889807162534435,-0.03441766564392611,-0.00933337111029368,0.004950538091465885,-0.10313935543145009,-0.014636571531062915,-0.11237494221692952,-0.4563180173792521,-0.2000576175184056,0.032833040477379886,-1.041834701923078,-0.20384856774870586,-1.0186133738724747
181,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Above Average","Average",70.04995836802665,2117,440,1525,756,177000,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5555555555555556,0.5116279069767442,0.49887640449438203,7.786769706960002e-16,-0.039261623698575714,-0.02325820661939448,0.0017965903108257235,-0.04933378920700399,-0.005445349104861753,1.0323893988713526e-14,-0.8415594755873883,-0.1542534619988604,0.018147778053558192,-0.6870886566653502,-0.049358916802905085
182,"2-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Above Average",54,7588,216,1802,793,200100,0,0,0,1,0,1,0,0,0,1,0,0,7,6,0.4,0.48688524590163934,0.49887640449438203,-0.05496561084940556,-0.01368963089668738,-0.18122717700021254,0.05398197086847455,-0.0432781427258256,0.026633528828758576,-0.7287478130076666,-0.2934325560972424,-1.201937875865806,0.5452844871263198,-0.6027495845431058,0.2414174203179658
183,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",60,9060,252,1340,0,120000,0,0,0,1,0,1,0,0,0,1,0,0,5,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.03441766564392611,-0.006809357929335958,-0.1558393067604382,-0.03305646168615996,-0.1730653767683788,-0.08460102192808075,-0.4563180173792521,-0.14595625825598946,-1.0335600236371898,-0.33391103486507323,-2.4103410492171577,-0.7668589694388203
184,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Good","Average",63,11426,484,2082,1362,200000,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5,0.48688524590163934,0.525974025974026,-0.02414369304118638,0.004249559082045472,0.007771412562551922,0.10673253605310154,0.04984788018743136,0.026494659227314334,-0.32010311956504484,0.09108784547526355,0.05154169072500391,1.0781302580301944,0.6942485786341145,0.2401586482957975
185,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Very Good",92,7438,576,1252,504,127000,1,0,0,0,1,1,0,0,0,1,0,0,5,8,0.5,0.48688524590163934,0.525974025974026,0.0751713754519643,-0.014390745669175637,0.07265152539753077,-0.04963521074418558,-0.09057765172746227,-0.07488014982698368,0.9966408926389585,-0.30846071144791354,0.48184064642035657,-0.5013768485777196,-1.2615061208492861,-0.6787449278870412
186,"2-1/2 STORY ALL AGES","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two and one-half story: 2nd level finished","Very Excellent","Excellent",90,22950,840,3608,1107,475000,0,0,1,0,0,1,0,0,0,1,0,0,10,9,0.3125,0.48688524590163934,0.5,0.06832206038347115,0.05811387000307658,0.2588292404892092,0.39422311630931856,0.008113019303634303,0.40838606319898496,0.9058309607628203,1.2456509272161593,1.7166115627635423,3.9821397094563107,0.11299281130513177,3.7017817092585465
187,"SPLIT OR MULTI-LEVEL","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Good","Average",70.04995836802665,9947,497,1217,1188,173000,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4827586206896552,0.48688524590163934,0.4461538461538462,7.786769706960002e-16,-0.0026634325746887353,0.016939254593581542,-0.05622903139226395,0.0213699751137816,-0.011000133162631508,1.0323893988713526e-14,-0.05708976628235402,0.112344804029782,-0.5679825699407038,0.2976269962213969,-0.09970979768963598
188,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Good",60,10410,180,1656,660,135000,0,0,0,1,0,1,0,0,0,1,0,0,5,7,0.5,0.48688524590163934,0.525974025974026,-0.03441766564392611,-0.0004993249769416509,-0.20661504723998686,0.026476319022204774,-0.06504573683384524,-0.06377058171144417,-0.4563180173792521,-0.010702860099949061,-1.3703157280944223,0.2674434780121567,-0.9059143573068497,-0.5780431661135794
189,"DUPLEX - ALL STYLES AND AGES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Duplex","Split Foyer","Average","Average",64,7018,528,1224,1086,153337,0,0,0,1,0,0,1,0,0,1,0,0,5,5,0.4230769230769231,0.4230769230769231,0.4864864864864865,-0.020719035506939806,-0.016353867032142755,0.038801031744498324,-0.05491026726264828,0.004676030760262781,-0.03830606289461318,-0.27469815362697575,-0.35053954642979274,0.2573368434488682,-0.5546614256681069,0.06512468928980378,-0.34722214040858335
190,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Very Good","Average",41,4923,682,1593,1593,286000,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,-0.09948615879461103,-0.026146103354562068,0.14740469888131075,0.014607441855663704,0.0876547541645181,0.14592251646936405,-1.3190123702025647,-0.5604327828274999,0.9776198779823932,0.14755317955878489,1.2207979208027222,1.3227025873605116
191,"2-STORY 1945 & OLDER","Regular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Single-family Detached","Two story","Very Good","Very Good",70,10570,440,2727,853,315000,0,0,0,1,0,0,1,0,0,0,1,0,8,8,0.4,0.48688524590163934,0.49887640449438203,-0.00017109030146035523,0.00024853078037915583,-0.02325820661939448,0.22824723085340295,-0.03345817545904982,0.18619470088819476,-0.0022683579985612887,0.00532717227410017,-0.1542534619988604,2.305578551719477,-0.4659835216421686,1.6877464737893104
192,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Excellent",70.04995836802665,7472,484,1479,725,184000,1,0,0,0,1,1,0,0,0,1,0,0,7,9,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,-0.014231826320744965,0.007771412562551922,-0.006869573969505852,-0.054407438961504816,0.004275522996235316,1.0323893988713526e-14,-0.30505432956842804,0.05154169072500391,-0.06939117002350692,-0.7577511224975011,0.038755124748873965
193,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",68,9017,666,1431,1431,192000,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.007020405369953506,-0.007010344164115925,0.1361212009969666,-0.015912528001156192,0.0611408425442235,0.015385091111774824,-0.09307828987469945,-0.1502643294565152,0.9027852769918971,-0.160736159321314,0.8515295509701921,0.13945688652233573
194,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Good","Average",24,2522,380,1709,970,130000,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5555555555555556,0.5116279069767442,0.49887640449438203,-0.15770533687680283,-0.03736861381285742,-0.06557132368568504,0.036461247432152025,-0.014309239288837056,-0.07071406178365637,-2.090896791149739,-0.8009834561405762,-0.4348832157132208,0.36830357036181866,-0.19928969898534127,-0.640981767221993
195,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",60,7180,352,864,864,127000,0,0,0,0,1,1,0,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.03441766564392611,-0.015596663077855438,-0.08531744498328729,-0.12273242250002582,-0.031657848126807595,-0.07488014982698368,-0.4563180173792521,-0.3343091386510679,-0.565843767446589,-1.23974884540166,-0.4409097434436635,-0.6787449278870412
196,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Above Average","Above Average",24,2280,440,1456,855,148500,0,0,0,1,0,1,0,0,0,1,0,0,6,6,0.5555555555555556,0.5116279069767442,0.49887640449438203,-0.15770533687680283,-0.03849974564580514,-0.02325820661939448,-0.011202656109671638,-0.03313084321682396,-0.045023185516471255,-2.090896791149739,-0.8252288801063257,-0.1542534619988604,-0.11316064406203948,-0.4614246528788041,-0.40810894312086266
197,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",79,9416,786,1726,1726,311872,0,0,0,1,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.030650827506758824,-0.005145378869297163,0.2207474351295477,0.039663960318361516,0.10942234827253774,0.18185085975501883,0.40637633544406043,-0.11028943622372991,1.464044784420618,0.4006549207381253,1.5239626935664663,1.648372084935887
198,"2-1/2 STORY ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Below Average",174,25419,795,3112,1360,235000,0,0,0,1,0,1,0,0,0,1,0,0,8,3,0.3125,0.48688524590163934,0.49887640449438203,0.3559932932601835,0.06965421915823328,0.22709440268949127,0.30077925798226507,0.049520547945205495,0.07509901973279969,4.719848099560624,1.4930143642882066,1.5061392474777722,3.0382414867123044,0.6896897098707498,0.6807288560546928
199,"2-1/2 STORY ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two and one-half story: 2nd level finished","Above Average","Above Average",92,5520,0,2229,755,104000,0,0,0,1,0,1,0,0,0,1,0,0,6,6,0.3125,0.48688524590163934,0.5,0.0751713754519643,-0.023355666560058806,-0.33355439843885853,0.1344265827750307,-0.049497455328116925,-0.10682015815915977,0.9966408926389585,-0.5006207245318287,-2.2122049892375033,1.3578742877547285,-0.6893680910470326,-0.9682624929857437
200,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",76,9591,856,1713,1713,274900,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.020376854904019095,-0.004327411634727531,0.2701127383735533,0.03721482693478955,0.10729468869806966,0.13050799070905297,0.2701614376298532,-0.09275658831461356,1.7914461637540384,0.3759156528033026,1.4943300466045966,1.1829788928998333
201,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average",80,8546,440,1121,1121,140000,0,0,0,1,0,1,0,0,0,1,0,0,3,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.034075485041005396,-0.009211844549729049,-0.02325820661939448,-0.07431493945556462,0.010404344999215318,-0.05682710163923198,0.4517813013821295,-0.1974527372576226,-0.1542534619988604,-0.750672548536318,0.14490489264868375,-0.5151045650051658
202,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",75,10125,473,1279,1196,171500,1,0,0,1,0,1,0,0,0,1,0,0,6,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.01695219736977252,-0.001831443044669338,1.4007767065321092e-05,-0.044548549101382263,0.02267930408268504,-0.013083177184295166,0.22475647169178412,-0.03925635526622425,9.290254403783647e-05,-0.44999529209770306,0.3158624712748551,-0.11859137802216005
203,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Above Average",50,7000,398,1310,617,112000,1,0,0,1,0,1,0,0,0,1,0,0,6,6,0.5,0.48688524590163934,0.525974025974026,-0.06866424098639186,-0.016438000804841344,-0.052877388565797864,-0.03870830795594142,-0.07208338004170121,-0.09571059004362026,-0.9103676767599429,-0.3523429250718733,-0.3506942895989127,-0.39100165317620267,-1.0039300357191878,-0.8675607312122819
204,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Above Average","Average",70.04995836802665,4438,420,848,848,149000,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,7.786769706960002e-16,-0.028413041118940763,-0.037362578974824666,-0.12574674051057594,-0.03427650606461447,-0.044328837509250034,1.0323893988713526e-14,-0.6090238184613366,-0.24779671323698052,-1.2701971751675958,-0.47738069355058005,-0.4018150830100213
205,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Good",50,3500,240,1284,720,110000,1,0,0,1,0,1,0,0,0,1,0,0,5,7,0.5,0.48688524590163934,0.525974025974026,-0.06866424098639186,-0.03279734549623399,-0.16430193017369632,-0.04360657472308536,-0.05522576956706946,-0.09848798207250514,-0.9103676767599429,-0.7029998832542003,-1.0896859743800618,-0.4404801890458481,-0.7691482944059126,-0.8927361716556474
206,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",99,11851,500,1442,1424,180500,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.09914397819169032,0.0062360509374288645,0.01905491044689607,-0.013840184368902988,0.05999517969643299,-0.0005849130543132187,1.314475654205442,0.13366761896883184,0.12637629171550002,-0.1398029326072332,0.8355735102984161,-0.0053018960270155594
